loss;accuracy;val_loss;val_accuracy
0.6634531617164612;0.6680923700332642;0.643194317817688;0.7474402785301208
0.6529921889305115;0.688622772693634;0.6386585235595703;0.7474402785301208
0.6526467800140381;0.6971770524978638;0.6341472268104553;0.7474402785301208
0.6418334245681763;0.7065868377685547;0.6297279000282288;0.7474402785301208
0.6374295353889465;0.7040205597877502;0.6254544258117676;0.7508532404899597
0.63983553647995;0.6903336048126221;0.6212764978408813;0.7508532404899597
0.6414937973022461;0.6963216662406921;0.6172631978988647;0.7542662024497986
0.6215147972106934;0.7271171808242798;0.6132588386535645;0.7508532404899597
0.6255659461021423;0.701454222202301;0.6092026829719543;0.7508532404899597
0.6306490898132324;0.6920444965362549;0.6054368019104004;0.7508532404899597
0.6139299273490906;0.7271171808242798;0.6015279293060303;0.7508532404899597
0.6174862384796143;0.7245509028434753;0.5977733731269836;0.7508532404899597
0.5988249778747559;0.7459366917610168;0.5940588712692261;0.7542662024497986
0.608999490737915;0.742514967918396;0.5904470086097717;0.7542662024497986
0.6038256883621216;0.7331052422523499;0.5868948698043823;0.7508532404899597
0.5967265367507935;0.7459366917610168;0.5833752155303955;0.7508532404899597
0.5991924405097961;0.7433704137802124;0.5797246098518372;0.7508532404899597
0.6006103754043579;0.7382377982139587;0.5763754844665527;0.7508532404899597
0.5911747217178345;0.7416595220565796;0.573053240776062;0.7508532404899597
0.5876591801643372;0.7433704137802124;0.5696138739585876;0.7542662024497986
0.5954986810684204;0.7450812458992004;0.5662963390350342;0.7542662024497986
0.5951608419418335;0.7288280725479126;0.5629716515541077;0.7542662024497986
0.5833871364593506;0.7485029697418213;0.5596436262130737;0.7542662024497986
0.5793043375015259;0.7639007568359375;0.5565203428268433;0.7542662024497986
0.5836365222930908;0.7467921376228333;0.5534085631370544;0.7542662024497986
0.5705462694168091;0.7519246935844421;0.5503559708595276;0.7576791644096375
0.5629932284355164;0.7767322659492493;0.5472912788391113;0.7610921263694763
0.5686131715774536;0.7690333724021912;0.5444093942642212;0.7610921263694763
0.5760290026664734;0.7442258596420288;0.5416790843009949;0.7610921263694763
0.5669237971305847;0.7570573091506958;0.5388570427894592;0.7610921263694763
0.5607402920722961;0.7527801394462585;0.5360851883888245;0.7610921263694763
0.549170732498169;0.7792985439300537;0.5334327816963196;0.7610921263694763
0.5593200922012329;0.7715996503829956;0.5307710766792297;0.7610921263694763
0.5469297766685486;0.7656116485595703;0.5281600952148438;0.76450514793396
0.5517250299453735;0.7758768200874329;0.5256381630897522;0.76450514793396
0.5501993298530579;0.7827202677726746;0.5232234597206116;0.76450514793396
0.5370239615440369;0.7810094356536865;0.5207346677780151;0.76450514793396
0.5399907231330872;0.7715996503829956;0.5182995200157166;0.7679181098937988
0.532718300819397;0.7784430980682373;0.5158926844596863;0.76450514793396
0.5351917743682861;0.7698888182640076;0.5135290026664734;0.7679181098937988
0.5345519781112671;0.7775876522064209;0.5111411213874817;0.7679181098937988
0.5288556218147278;0.7690333724021912;0.5087448358535767;0.7679181098937988
0.5385382175445557;0.7664670944213867;0.506479024887085;0.7679181098937988
0.523864209651947;0.7707442045211792;0.5042685270309448;0.7679181098937988
0.5266939401626587;0.7775876522064209;0.5020173788070679;0.7679181098937988
0.5287370085716248;0.7810094356536865;0.49983102083206177;0.7679181098937988
0.5324313044548035;0.7758768200874329;0.4977167546749115;0.7713310718536377
0.5313851833343506;0.7784430980682373;0.495537668466568;0.7713310718536377
0.5294561386108398;0.7818648219108582;0.4934345483779907;0.7713310718536377
0.5220547318458557;0.7818648219108582;0.4913415014743805;0.7713310718536377
0.5205451846122742;0.783575713634491;0.4892347455024719;0.7713310718536377
0.5165164470672607;0.783575713634491;0.4871900677680969;0.7713310718536377
0.5085402727127075;0.7869974374771118;0.4851917326450348;0.7713310718536377
0.5059887766838074;0.7801539897918701;0.48318424820899963;0.7713310718536377
0.5001736283302307;0.796407163143158;0.4811503291130066;0.7713310718536377
0.5025249719619751;0.7981180548667908;0.479257732629776;0.7747440338134766
0.5021222233772278;0.8066723942756653;0.4772966802120209;0.7747440338134766
0.5119678378105164;0.7784430980682373;0.47549793124198914;0.7747440338134766
0.4977412223815918;0.8032506704330444;0.4735786020755768;0.7781569957733154
